Approved by,Barcode,Brand,Building,CAS,Container type,Date in,Expire,Group,Hazard Classification,Region specific hazard code(s),Hazard code(s),Hazard Label(s),Laboratory,Location,Location path,Lot Number,Product name,NFPA Label,Note (Item),Note (Product),Responsible person,Packaging group,PPE,Precautionary statement(s),Product number,Proposed location,Purity (%),Quantity,Net Quantity,Quantity unit,Current quantity (Net),Normalized quantity,Normalized current quantity,Normalized unit,Hazard Signal Word,Site,State,Storage temperature,Sublocation,Tags,Transport hazard class 1,Transport hazard class 2,Transport hazard class 3,UN number,German Water Hazard Class (WGK),Molecular weight,InChI,CID,Iupac Name,Lagerklasse (TRGS 510),Component - CAS,Component - name,Component - concentration,Component - CAS,Component - name,Component - concentration,Component - CAS,Component - name,Component - concentration,Component - CAS,Component - name,Component - concentration
,9061,Aldrich,Materials Innovation Factory,33685-54-0,,07/10/2019,,Cooper Group,"Hazardous to the aquatic environment, long-term (chronic), (Category 2);Acute toxicity, Dermal (Category 1);Acute toxicity, Inhalation (Category 2)",,H310;H330;H411,GHS_06;GHS_09,Synthetic Laboratory,FC17 (White cupboard),FC17 (White cupboard),,"1,1,2,2-Tetrachloroethane-d2",,,,Zhongfu Pang (zpang),II,,P260;P273;P280;P284;P302 + P350;P310,358703,,,5 g,5,g,5 g,5,5,g,Danger,,Liquid,ROOM,,,6.1,,,1702,,169.8621979,"InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H/i1D,2D",118531,,,,,,,,,,,,,,
,5819,Aldrich,Materials Innovation Factory,3374-22-9,,13/10/2017,,Cooper Group,"Skin corrosion/irritation (Category 1);Flammable liquids (Category 2);Acute toxicity, Oral (Category 4);Acute toxicity, Dermal (Category 3);Acute toxicity, Inhalation (Category 3);Specific target organ toxicity - single exposure (Category 3, H335)",,H225;H302;H311;H314;H331;H335,GHS_02;GHS_05;GHS_06,Synthetic Laboratory,Box 5,Cupboard 3 > Box 5,,DL-Cysteine,,,,Rob Clowes (rob123),I,,,861677-10G,,,10 g,10,g,,10,,g,Danger,,,FRIDGE,,,,,,2923,,121.1610031,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)",594,,,,,,,,,,,,,,
,10087,Aldrich,Materials Innovation Factory,3375-31-3,,20/10/2021,,Cooper Group,Eye irritation (Category 1),,H318,GHS_05,Synthetic Laboratory,FC15 (White cupboard),FC15 (White cupboard),,Palladium(II) acetate,,,,Rich Lyons (rjlyons),,,P280;P310,205869,,,1g,1,g,0.5g,1,0.5,g,Danger,,Solid,,,,,,,0,,224.5079956,"InChI=1S/2C2H4O2.Pd/c2*1-2(3)4;/h2*1H3,(H,3,4);/q;;+2/p-2",167845,palladium(2+);diacetate,,,,,,,,,,,,,
,6055,Aldrich,Materials Innovation Factory,3375-31-3,,19/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,FC06 (White cupboard),FC06 (White cupboard),,Palladium(II) acetate,,,,Rob Clowes (rob123),III,,,520764-1G,,,1 g,1,g,,1,,g,,,Solid,ROOM,,,8,,,3261,,224.5079956,"InChI=1S/2C2H4O2.Pd/c2*1-2(3)4;/h2*1H3,(H,3,4);/q;;+2/p-2",167845,,,,,,,,,,,,,,
,7228,Aldrich,Materials Innovation Factory,3375-31-3,,17/11/2017,,Cooper Group,Serious eye damage/eye irritation (Category 1),,H318,GHS_05,Synthetic Laboratory,Fridge 3,Fridge 3,,Palladium(II) acetate,,,,Marc Little (malittle),,,,205869-10g,,,1g,1,g,1g,1,1,g,Danger,,,ROOM,,,,,,0,,224.5079956,"InChI=1S/2C2H4O2.Pd/c2*1-2(3)4;/h2*1H3,(H,3,4);/q;;+2/p-2",167845,,,,,,,,,,,,,,
,7230,Aldrich,Materials Innovation Factory,3375-31-3,,17/11/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Fridge 3,Fridge 3,,Palladium(II) acetate,,,,Marc Little (malittle),III,,,520764-1G,,,1 g,1,g,,1,,g,,,Solid,ROOM,,,8,,,3261,,224.5079956,"InChI=1S/2C2H4O2.Pd/c2*1-2(3)4;/h2*1H3,(H,3,4);/q;;+2/p-2",167845,,,,,,,,,,,,,,
,5364,Aldrich,Materials Innovation Factory,3375-31-3,,12/10/2017,,Cooper Group,Serious eye damage/eye irritation (Category 1),,H318,GHS_05,Synthetic Laboratory,Box 7,Cupboard 8 > Box 7,,Palladium (II) Acetate,,,,Marc Little (malittle),,,,205869-1G,,,1 g,1,g,,1,,g,Danger,,,,,,,,,0,,224.5079956,"InChI=1S/2C2H4O2.Pd/c2*1-2(3)4;/h2*1H3,(H,3,4);/q;;+2/p-2",167845,,,,,,,,,,,,,,
,6853,SIGMA,Materials Innovation Factory,338-69-2,,14/11/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 3,Cupboard 2 > Box 3,,D-Alanine,,,,Thomas Fellowes (thomas.fellows),,,,a7377-5g,,,5 g,5,g,,5,,g,,,,ROOM,,,,,,0,,89.09400177,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1",71080,,,,,,,,,,,,,,
,6861,SIGMA,Materials Innovation Factory,338-69-2,,14/11/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 4,Cupboard 2 > Box 4,,D-Alanine,,,,Thomas Fellowes (thomas.fellows),,,,A7377,,,5 g,5,g,,5,,g,,,,,,,,,,0,,89.09400177,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1",71080,,,,,,,,,,,,,,
,7083,Aldrich,Materials Innovation Factory,3385-21-5,,17/11/2017,,Cooper Group,"Acute toxicity, Oral (Category 4)",,H302,GHS_07,Synthetic Laboratory,Fridge 3,Fridge 3,,"1,3-cyclohexanediamine",,,,Veronica Del Angel Hernandez (v.del-angel-hernandez),,,P264;P270;P301 + P312;P330;P501,CDS000316-250mg,,,250mg,250,mg,,0.25,,g,Warning,,Solid,,,,,,,0,,114.1920013,"InChI=1S/C6H14N2/c7-5-2-1-3-6(8)4-5/h5-6H,1-4,7-8H2",18814,,,,,,,,,,,,,,
,8910,Aldrich,Materials Innovation Factory,33898-90-7,,22/07/2019,,Cooper Group,"Acute toxicity, Oral (Category 4);Serious eye damage/eye irritation (Category 1)",,H302;H318,GHS_05;GHS_07,Synthetic Laboratory,FC07 (White cupboard),FC07 (White cupboard),MKBX6083V,3-Oxo-3-(2-thienyl)propionitrile,,,,Xiaobo Li (xli),,,P280;P305 + P351 + P338,697044-5G,,97%,5 g,5,g,,5,,g,Danger,,Solid,,,,,,,0,,151.1900024,"InChI=1S/C7H5NOS/c8-4-3-6(9)7-2-1-5-10-7/h1-2,5H,3H2",141853,,,,,,,,,,,,,,
,3982,TCI America,Materials Innovation Factory,3399-22-2,,11/10/2018,,Cooper Group,No data available,,,,Synthetic Laboratory,Cupboard 1,Cupboard 1,,"Dimethyl trans-1,4-Cyclohexanedicarboxylate",,,,Xiaobo Li (xli),,,,D3723,,96%,5g,5,g,,5,,g,Warning,,Solid,ROOM,,,,,,0,,200.2339935,"InChI=1S/C10H16O4/c1-13-9(11)7-3-5-8(6-4-7)10(12)14-2/h7-8H,3-6H2,1-2H3",7198,,,,,,,,,,,,,,
,3983,TCI America,Materials Innovation Factory,3399-22-2,,11/10/2018,,Cooper Group,No data available,,,,Synthetic Laboratory,Cupboard 1,Cupboard 1,,"Dimethyl trans-1,4-Cyclohexanedicarboxylate",,,,Xiaobo Li (xli),,,,D3723,,96%,5 g,5,g,,5,,g,Warning,,Solid,ROOM,,,,,,0,,200.2339935,"InChI=1S/C10H16O4/c1-13-9(11)7-3-5-8(6-4-7)10(12)14-2/h7-8H,3-6H2,1-2H3",7198,,,,,,,,,,,,,,
,5472,Aldrich,Materials Innovation Factory,340-05-6,,12/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 6,Cupboard 10 > Box 6,R035311/1V,(Trifluoromethy)benzyl,,,,Alex James (amjames),,,,79234-5ML,,,5ML,5,ml,,5,,ml,,,,,,,,,,0,,176.1369934,"InChI=1S/C8H7F3O/c9-8(10,11)7(12)6-4-2-1-3-5-6/h1-5,7,12H",95556,,,,,,,,,,,,,,
,11504,Sigma-Aldrich,Materials Innovation Factory,3406-84-6,,21/10/2021,,Cooper Group,Skin corrosion/irritation (Category 1B);Eye irritation (Category 1),,H314,GHS_05,Synthetic Laboratory,FC11 (White cupboard),FC11 (White cupboard),MKBT0571V,"Biphenyl-4,4′-disulfonyl chloride",,,,Hongmei Chen (hchen),II,,P260;P264;P280;P301 + P330 + P331;P303 + P361 + P353;P304 + P340;P310;P363;P405;P501,124818,,97%,25 g,25,g,,25,,g,Danger,,Solid,,,,8,,,3261,,351.23,"InChI=1S/C12H8Cl2O4S2/c13-19(15,16)11-5-1-9(2-6-11)10-3-7-12(8-4-10)20(14,17)18/h1-8H",76950,4-(4-chlorosulfonylphenyl)benzenesulfonyl chloride,,,,,,,,,,,,,
,3676,Sigma-Aldrich,Materials Innovation Factory,3411-95-8,,19/01/2018,,Cooper Group,"Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H319;H335,GHS_07,Synthetic Laboratory,Box 4,Cupboard 7 > Box 4,,2-(2-Hydroxyphenyl)benzothiazole,,,,Alex James (amjames),,,P261;P305 + P351 + P338,632589-5G,,,5 g,5,g,,5,,g,Warning,,Solid,,,,,,,0,,227.28,,,,,,,,,,,,,,,,
,10665B24395,Alfa Aesar,Materials Innovation Factory,3435-51-6,,19/10/2021,,Cooper Group,"Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H302;H315;H335,GHS_07,Synthetic Laboratory,Fridge 3,Fridge 3,,p-Cyanostyrene,,,,Marc Little (malittle),,,P261;P280;P301 + P312;P302 + P352;P304 + P340;P305 + P351 + P338,B24395,,,1 g,1,g,1 g,1,1,g,Warning,,,,,,,,,,,129.1620026,"InChI=1S/C9H7N/c1-2-8-3-5-9(7-10)6-4-8/h2-6H,1H2",76967,4-ethenylbenzonitrile,,,,,,,,,,,,,
,10623,TCI Chemicals,Materials Innovation Factory,34374-88-4,,19/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 1,Fridge 2 > Box 1,,"2,4,6-Triformylphloroglucinol",,,,Haofan Yang (hyang),,,,T3688,,,1g,1,g,1g,1,1,g,,,,,,,,,,,,210.1410065,"InChI=1S/C9H6O6/c10-1-4-7(13)5(2-11)9(15)6(3-12)8(4)14/h1-3,13-15H",11390177,"2,4,6-trihydroxybenzene-1,3,5-tricarbaldehyde",,,,,,,,,,,,,
,8932,Fluorochem,Materials Innovation Factory,34374-88-4,,31/07/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 3,Fridge 1 > Box 3,FCC24039,"2,4,6-Trihydroxy-benzene-1,3,5-tricarbaldehyde",,,,Qiang Zhu (qzhu),,,,541505,,,1 g,1,g,1 g,1,1,g,,,,ROOM,,,,,,,,210.1410065,"InChI=1S/C9H6O6/c10-1-4-7(13)5(2-11)9(15)6(3-12)8(4)14/h1-3,13-15H",11390177,,,,,,,,,,,,,,
,9341,Carbosynth,Materials Innovation Factory,34374-88-4,,09/12/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 5,Cupboard 10 > Box 5,,"2,4,6-Triformylphloroglucinol",,,,Ai He (ahe),,,,FT586691904,,,2 g,2,g,2 g,2,2,g,,,,ROOM,,,,,,,,210.1410065,"InChI=1S/C9H6O6/c10-1-4-7(13)5(2-11)9(15)6(3-12)8(4)14/h1-3,13-15H",11390177,,,,,,,,,,,,,,
,9444,TCI,Materials Innovation Factory,34374-88-4,,21/01/2020,,Cooper Group,No data available,,,,Chromatography Laboratory,default,default,,"2,4,6-Triformylphloroglucinol",,,,Seb Sprick (ssprick),,,,T3688,,,1g,1,g,1g,1,1,g,,,,,,,,,,,,210.1410065,"InChI=1S/C9H6O6/c10-1-4-7(13)5(2-11)9(15)6(3-12)8(4)14/h1-3,13-15H",11390177,,,,,,,,,,,,,,
,9445,TCI,Materials Innovation Factory,34374-88-4,,21/01/2020,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 1,Fridge 2 > Box 1,,"2,4,6-Triformylphloroglucinol",,,,Haofan Yang (hyang),,,,T3688,,,1 g,1,g,1 g,1,1,g,,,,,,,,,,,,210.1410065,"InChI=1S/C9H6O6/c10-1-4-7(13)5(2-11)9(15)6(3-12)8(4)14/h1-3,13-15H",11390177,,,,,,,,,,,,,,
,9446,TCI,Materials Innovation Factory,34374-88-4,,21/01/2020,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 1,Fridge 2 > Box 1,,"2,4,6-Triformylphloroglucinol",,,,Haofan Yang (hyang),,,,T3688,,,1 g,1,g,1 g,1,1,g,,,,,,,,,,,,210.1410065,"InChI=1S/C9H6O6/c10-1-4-7(13)5(2-11)9(15)6(3-12)8(4)14/h1-3,13-15H",11390177,,,,,,,,,,,,,,
,9612,Extension,Materials Innovation Factory,34374-88-4,,06/03/2020,,Cooper Group,No data available,,,,Chromatography Laboratory,default,default,,"2,4,6-Triformylphloroglucinol",,,,Qiang Zhu (qzhu),,,,YSZC427,,,5g,5,g,5g,5,5,g,,,,,FC 21,,,,,,,210.1410065,"InChI=1S/C9H6O6/c10-1-4-7(13)5(2-11)9(15)6(3-12)8(4)14/h1-3,13-15H",11390177,,,,,,,,,,,,,,
,9628,Carbosynth ltd,Materials Innovation Factory,34374-88-4,,06/03/2020,,Cooper Group,No data available,,,,Chromatography Laboratory,default,default,,"2,4,6-Triformylphloroglucinol",,,,Xue Wang (xwang),,,,FT588891904,,,2g,2,g,2g,2,2,g,,,,,FC9,,,,,,,210.1410065,"InChI=1S/C9H6O6/c10-1-4-7(13)5(2-11)9(15)6(3-12)8(4)14/h1-3,13-15H",11390177,,,,,,,,,,,,,,
,9631,TCI,Materials Innovation Factory,34374-88-4,,12/03/2020,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 1,Fridge 2 > Box 1,,"2,4,6-Triformylphloroglucinol",,,,Haofan Yang (hyang),,,,T3688,,,1g,1,g,1g,1,1,g,,,,,,,,,,,,210.1410065,"InChI=1S/C9H6O6/c10-1-4-7(13)5(2-11)9(15)6(3-12)8(4)14/h1-3,13-15H",11390177,,,,,,,,,,,,,,
,9632,TCI,Materials Innovation Factory,34374-88-4,,12/03/2020,,Cooper Group,No data available,,,,Chromatography Laboratory,default,default,,"2,4,6-Triformylphloroglucinol",,,,Seb Sprick (ssprick),,,,T3688,,,1g,1,g,1g,1,1,g,,,,,Freezer,,,,,,,210.1410065,"InChI=1S/C9H6O6/c10-1-4-7(13)5(2-11)9(15)6(3-12)8(4)14/h1-3,13-15H",11390177,,,,,,,,,,,,,,
,9633,TCI,Materials Innovation Factory,34374-88-4,,12/03/2020,,Cooper Group,No data available,,,,Chromatography Laboratory,default,default,,"2,4,6-Triformylphloroglucinol",,,,Seb Sprick (ssprick),,,,T3688,,,1g,1,g,1g,1,1,g,,,,,Freezer,,,,,,,210.1410065,"InChI=1S/C9H6O6/c10-1-4-7(13)5(2-11)9(15)6(3-12)8(4)14/h1-3,13-15H",11390177,,,,,,,,,,,,,,
,9638,Carbosynth,Materials Innovation Factory,34374-88-4,,13/03/2020,,Cooper Group,No data available,,,,Synthetic Laboratory,FC10 (White cupboard),FC10 (White cupboard),,"2,4,6-Triformylphloroglucinol",,,,Liang Luo (liang92),,,,FT586691904,,,2g,2,g,2g,2,2,g,,,,ROOM,FC 16,,,,,,,210.1410065,"InChI=1S/C9H6O6/c10-1-4-7(13)5(2-11)9(15)6(3-12)8(4)14/h1-3,13-15H",11390177,,,,,,,,,,,,,,
,8104,Aldrich,Materials Innovation Factory,343952-33-0,,14/12/2018,,Cooper Group,No data available,,,,Synthetic Laboratory,FC21 (White cupboard),FC21 (White cupboard),,1-Butyl-4-methylpyridinium tetrafluoroborate,,,,Aiting Kai (akai),,,,73261,,99,5 g,5,g,,5,,g,,,Solid,,,,,,,0,,237.048996,"InChI=1S/C10H16N.BF4/c1-3-4-7-11-8-5-10(2)6-9-11;2-1(3,4)5/h5-6,8-9H,3-4,7H2,1-2H3;/q+1;-1",11492406,,,,,,,,,,,,,,
,4580,Aldrich,Materials Innovation Factory,344-03-6,,16/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,FC24 (White cupboard),FC24 (White cupboard),,"1,4-Dibromotetrafluorobenzene",,,,Ian Coates (ian.coates),,,,D43859,,,5 g,5,g,,5,,g,,,,,,,,,,0,,307.8659973,InChI=1S/C6Br2F4/c7-1-3(9)5(11)2(8)6(12)4(1)10,67653,,,,,,,,,,,,,,
,4088,Alfa Aesar,Materials Innovation Factory,344-03-6,,17/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 9,Cupboard 3 > Box 9,1013963,"1,4-Dibromotetrafluorobenzene, 99%",,,,Marc Little (malittle),,,,A18135,,,25 g,25,g,,25,,g,,,,,,,,,,0,,307.8659973,InChI=1S/C6Br2F4/c7-1-3(9)5(11)2(8)6(12)4(1)10,67653,,,,,,,,,,,,,,
,7807,TCI,Materials Innovation Factory,344-03-6,,14/09/2018,,Cooper Group,No data available,,,,Synthetic Laboratory,FC24 (White cupboard),FC24 (White cupboard),,"1,4-Dibromotetrafluorobenzene",,,,Ian Coates (ian.coates),,,,D1493,,,5 g,5,g,,5,,g,,,,,,,,,,,,307.8659973,InChI=1S/C6Br2F4/c7-1-3(9)5(11)2(8)6(12)4(1)10,67653,,,,,,,,,,,,,,
,4535,Aldrich,Materials Innovation Factory,34421-94-8,,16/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 3,Cupboard 2 > Box 3,,4-Bromobenzaldehyde diethyl acetal,,,,Thomas Fellowes (thomas.fellows),,,,478962-10ML,,,10 ml,10,ml,,10,,ml,,,,ROOM,,,,,,0,,259.1430054,"InChI=1S/C11H15BrO2/c1-3-13-11(14-4-2)9-5-7-10(12)8-6-9/h5-8,11H,3-4H2,1-2H3",688340,,,,,,,,,,,,,,
,6510,Alfa Aesar,Materials Innovation Factory,34566-05-7,,31/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 1,Cupboard 2 > Box 1,10113811,"(R)-(-)-2-Aminooctane, 98+%, ee 98+%",,,,Thomas Fellowes (thomas.fellows),,,,L19308,,,1g,1,g,,1,,g,,,,,,,,,,2734,,129.246994,"InChI=1S/C8H19N/c1-3-4-5-6-7-8(2)9/h8H,3-7,9H2,1-2H3/t8-/m1/s1",2734519,,,,,,,,,,,,,,
,10360,SIGMA,Materials Innovation Factory,3458-28-4,,19/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 11,Cupboard 7 > Box 11,,D-(+)-Mannose,,,,Donglin He (dhe),,,,M2069,,,25G,25,g,25G,25,25,g,,,Solid,ROOM,,,,,,0,,180.16,,,,,,,,,,,,,,,,
,5822,Acros Organics,Materials Innovation Factory,3458-28-4,,13/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 10,Cupboard 7 > Box 10,A0382203,"D(+)-Mannose, 99+%",,,,Marc Little (malittle),,,,150600250,,,25 g,25,g,,25,,g,,,,ROOM,,,,,,0,,,,,,,,,,,,,,,,,,
,10586,Aldrich,Materials Innovation Factory,3460-18-2,,19/10/2021,,Cooper Group,"Hazardous to the aquatic environment, short-term (acute), (Category 1);Hazardous to the aquatic environment, long-term (chronic), (Category 1);Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2A);Specific target organ toxicity - single exposure (Category 3, H335)",,H302;H315;H319;H335;H410,GHS_07;GHS_09,Synthetic Laboratory,Box 5,Cupboard 4 > Box 5,,"2,5-dibromonitrobenzene",Flammability: 0; Health: 2; Instability/reactivity: 0,,,Xue Wang (xwang),,,P261;P264;P270;P271;P273;P280;P301 + P312;P302 + P352;P304 + P340;P305 + P351 + P338;P312;P321;P330;P332 + P313;P337 + P313;P362;P391;P403 + P233;P405;P501,D42003,,,25g,25,g,25g,25,25,g,Warning,,Solid,,,,,,,0,,280.9,InChI=1S/C6H3Br2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,77004,,,,,,,,,,,,,,
,8022,Fluorochem,Materials Innovation Factory,3460-18-2,,21/11/2018,,Cooper Group,"Hazardous to the aquatic environment, short-term (acute), (Category 1);Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H302;H315;H319;H335;H400,GHS_07;GHS_09,Synthetic Laboratory,Box 4,Cupboard 4 > Box 4,FCC2010219,"2,5-Dibromonitrobenzene",,,,Rich Lyons (rjlyons),III,,P264;P273;P302 + P352;P304 + P340;P305 + P351;P332 + P313;P337 + P313,126300,,97,100g,100,g,,100,,g,Warning,,Solid,ROOM,,,6.1,,,2811,,280.9030151,InChI=1S/C6H3Br2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,77004,,,,,,,,,,,,,,
,8369,TCI America,Materials Innovation Factory,347736-74-6,,18/02/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 1,Cupboard 4 > Box 1,,"4,7-Dibromo-5-fluoro-2,1,3-benzothiadiazole",,,,Xiaobo Li (xli),,,,D4750,,98%,200mg,200,mg,,0.2,,g,,,,ROOM,,,,,,,,311.9609985,InChI=1S/C6HBr2FN2S/c7-2-1-3(9)4(8)6-5(2)10-12-11-6/h1H,67515326,,,,,,,,,,,,,,
,10149,Fluorochem,Materials Innovation Factory,34784-05-9,,19/10/2021,,Cooper Group,"Skin corrosion/irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H335,GHS_07,Synthetic Laboratory,Box 5,Cupboard 2 > Box 5,,6-Bromoisoquinoline,,,,Yue Wu (ywu),,,P264;P302 + P352;P304 + P340;P332 + P313;P337 + P313;P351,036991,,,5 g,5,g,,5,,g,Warning,,Solid,,,,,,,,,208.0579987,InChI=1S/C9H6BrN/c10-9-2-1-8-6-11-4-3-7(8)5-9/h1-6H,313681,6-bromoisoquinoline,,,,,,,,,,,,,
,3373,Fluorochem,Materials Innovation Factory,348-52-7,,23/03/2018,,Cooper Group,"Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H319;H335,GHS_07,Synthetic Laboratory,Box 1,Cupboard 7 > Box 1,FCB049772,1-fluoro-2-iodobenzene,,,,Aiting Kai (akai),,,P264;P302 + P352;P304 + P340;P305 + P351;P332 + P313;P337 + P313,001182,,,25g,25,g,,25,,g,Warning,,Liquid,,,,,,,0,,222,InChI=1S/C6H4FI/c7-5-3-1-2-4-6(5)8/h1-4H,67673,,,,,,,,,,,,,,
,4723,Aldrich,Materials Innovation Factory,348-54-9,,16/10/2017,,Cooper Group,"Flammable liquids (Category 3);Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 1);Specific target organ toxicity - single exposure (Category 3, H335)",,H226;H302;H315;H318;H335,GHS_02;GHS_05;GHS_07,Synthetic Laboratory,Box 1,Cupboard 7 > Box 1,MKBN7826V,2-Fluoroaniline,,,,Alex James (amjames),,,,F3401-25G-A,,,25 g,25,g,,25,,g,Danger,,,ROOM,,,,,,2941,,111.1190033,"InChI=1S/C6H6FN/c7-5-3-1-2-4-6(5)8/h1-4H,8H2",9584,,,,,,,,,,,,,,
,6362,Aldrich,Materials Innovation Factory,348-54-9,,27/10/2017,,Cooper Group,"Flammable liquids (Category 3);Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 1);Specific target organ toxicity - single exposure (Category 3, H335)",,H226;H302;H315;H318;H335,GHS_02;GHS_05;GHS_07,Synthetic Laboratory,FC17 (White cupboard),FC17 (White cupboard),MKBT2942V,2-Fluoroaniline,,,,Rob Clowes (rob123),,,,F3401-25G-A,,,25 g,25,g,,25,,g,Danger,,,ROOM,,,,,,2941,,111.1190033,"InChI=1S/C6H6FN/c7-5-3-1-2-4-6(5)8/h1-4H,8H2",9584,,,,,,,,,,,,,,
,5773,TCI,Materials Innovation Factory,34824-20-9,,13/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 6,Cupboard 2 > Box 6,,"1,8-Bis(hydroxymethyl)-anthracene",,,,Thomas Fellowes (thomas.fellows),,,,B1904,,,1g,1,g,,1,,g,,,,,,,,,,0,,238.2859955,"InChI=1S/C16H14O2/c17-9-13-5-1-3-11-7-12-4-2-6-14(10-18)16(12)8-15(11)13/h1-8,17-18H,9-10H2",12969385,,,,,,,,,,,,,,
,6198,Fluorochem,Materials Innovation Factory,349-58-6,,20/10/2017,,Cooper Group,"Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H319;H335,GHS_07,Synthetic Laboratory,Box 9,Cupboard 2 > Box 9,,"3,5-Bis(trifluoromethyl)phenol",,,,Rob Clowes (rob123),,,P264;P302 + P352;P304 + P340;P305 + P351;P332 + P313;P337 + P313,001013,,,25 g,25,g,,25,,g,Warning,,,,,,,,,0,,230.1069946,"InChI=1S/C8H4F6O/c9-7(10,11)4-1-5(8(12,13)14)3-6(15)2-4/h1-3,15H",67680,,,,,,,,,,,,,,
,3694,TCI,Materials Innovation Factory,34946-82-2,,20/02/2018,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 5,Cupboard 3 > Box 5,,Copper(II) Trifluoromethanesulfonate,,,,Marc Little (malittle),III,,,t1292,,98%,25G,25,g,,25,,g,Danger,,Solid,ROOM,,,8,,,3261,,361.6839905,"InChI=1S/2CHF3O3S.Cu/c2*2-1(3,4)8(5,6)7;/h2*(H,5,6,7);/q;;+2/p-2",2734996,,,,,,,,,,,,,,
,9350,Sigma-Aldrich,Materials Innovation Factory,34946-82-2,,12/12/2019,,Cooper Group,Skin corrosion/irritation (Category 1B);Serious eye damage/eye irritation (Category 1),,H314,GHS_05,Synthetic Laboratory,FC14 (White cupboard),FC14 (White cupboard),,Copper(II) trifluoromethanesulfonate,Flammability: 0; Health: 3; Instability/reactivity: 0,,,Liang Luo (liang92),I,,P260;P264;P280;P301 + P330 + P331;P301+P330+P331;P301+P330+P331+P310;P303 + P361 + P353;P303+P361+P353;P303+P361+P353+P310+P363;P304 + P340 + P310;P304+P340;P304+P340+P310;P305 + P351 + P338;P305 + P351 + P338 + P310;P305+P351+P338;P305+P351+P338+P310;P310;P321;P363;P403;P405;P501,283673-5G,,,5 g,5,g,,5,,g,Danger,,Solid,ROOM,,,8,,,3261,,213.6230011,"InChI=1S/CHF3O3S.Cu/c2-1(3,4)8(5,6)7;/h(H,5,6,7);",45051791,,,,,,,,,,,,,,
,7100,Alfa Aesar,Materials Innovation Factory,34993-56-1,,17/11/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Fridge 3,Fridge 3,,1-Ethylpyrene,,,,Veronica Del Angel Hernandez (v.del-angel-hernandez),,,,L17227,,,1g,1,g,,1,,g,,,Solid,,,,,,,0,,230.3099976,"InChI=1S/C18H14/c1-2-12-6-7-15-9-8-13-4-3-5-14-10-11-16(12)18(15)17(13)14/h3-11H,2H2,1H3",180541,,,,,,,,,,,,,,
